label,screening_id,database,title,abstract,author,year,journal,publication_type,doi_clean,pmid_clean,psychosocial_priority,screening_decision,exclusion_reason,screening_notes,screened_abstracts,note,notes,suggested_decision,suggested_reason_code,screening_confidence,screening_rationale,screening_rule_flags,manual_review_required,screening_method,possible_report_family,citation_mining_candidate
VRD0061|Spatial Navigation in Preclinical Alzheimer's Disease.,VRD0061,PubMed,Spatial Navigation in Preclinical Alzheimer's Disease.,"Although several previous studies have demonstrated navigational deficits in early-stage symptomatic Alzheimer's disease (AD), navigational abilities in preclinical AD have not been examined. The present investigation examined the effects of preclinical AD and early-stage symptomatic AD on spatial navigation performance. Performance on tasks of wayfinding and route learning in a virtual reality environment were examined. Comparisons were made across the following three groups: Clinically normal without preclinical AD (n = 42), clinically normal with preclinical AD (n = 13), and early-stage symptomatic AD (n = 16) groups. Preclinical AD was defined based on cerebrospinal fluid Aβ42 levels below 500 pg/ml. Preclinical AD was associated with deficits in the use of a wayfinding strategy, but not a route learning strategy. Moreover, post-hoc analyses indicated that wayfinding performance had moderate sensitivity and specificity. Results also confirmed early-stage symptomatic AD-related deficits in the use of both wayfinding and route learning strategies. The results of this study suggest that aspects of spatial navigation may be particularly sensitive at detecting the earliest cognitive deficits of AD.",Allison SL; Fagan AM; Morris JC; Head D,2016,Journal of Alzheimer's disease : JAD,"Journal Article; Research Support, N.I.H., Extramural",10.3233/jad-150855,26967209,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,high,"VR used for assessment, diagnosis, or biomarker measurement without a psychosocial component",dementia_population; vr_technology; assessment_language; title_dementia_population; clear_assessment_title,no,rule_based_triage,,no
VRD0548|Spatial Orientation Assessment in the Elderly: A Comprehensive Review of Current Tests.,VRD0548,PubMed,Spatial Orientation Assessment in the Elderly: A Comprehensive Review of Current Tests.,"Spatial orientation and navigation are complex cognitive functions that integrate sensory information, attention, and memory, enabling individuals to locate themselves in their environment. These abilities decline with age, signaling cognitive impairment in neurological patients, and significantly limit the autonomy of the elderly. Current neuropsychological assessments fall short in accurately measuring everyday wayfinding abilities, particularly in borderline cases of cognitive decline. This paper reviews various neuropsychological assessments, including Benton's Judgment of Line Orientation Test, the Almeria Spatial Memory Recognition Test, the Spatial Span subtest from the Wechsler Memory Scale, and the Spatial Orientation in Immersive Virtual Environment Maze Test, evaluating their effectiveness in delineating spatial orientation and navigation skills. The review identifies significant gaps in the validity and reliability of these tests, particularly in their shortened versions, and highlights the potential of virtual reality environments as promising tools for improving diagnostic precision. The findings underscore the need for further research to refine these tools, ensuring they accurately capture cognitive decline and improve the differential diagnosis of neurodegenerative conditions like Alzheimer's disease. Such advancements hold promise for enhancing the quality of care and autonomy for the elderly.",Tragantzopoulou P; Giannouli V,2024,Brain sciences,Journal Article; Review,10.3390/brainsci14090898,39335393,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data; retain for background and citation searching,dementia_population; vr_technology; review; assessment_language; clear_assessment_title,no,rule_based_triage,,no
VRD1478|Spatial disorientation in Alzheimer's disease (AD): Systematic review on supportive environment in assisting the constant activities of daily living (ADLs),VRD1478,Embase,Spatial disorientation in Alzheimer's disease (AD): Systematic review on supportive environment in assisting the constant activities of daily living (ADLs),NA,NA,2014,Eur. Geriatr. Med,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data,dementia_population; review; missing_abstract; title_dementia_population,no,rule_based_triage,,no
VRD1505|Spatial memory and cognition in patients with Parkinson's disease: Evaluating the dopaminergic effect,VRD1505,Embase,Spatial memory and cognition in patients with Parkinson's disease: Evaluating the dopaminergic effect,NA,NA,2013,J. Neurol. Sci,NA,10.1016/j.jns.2013.07.491,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD1486|Spatial memory impairments in amnestic mild cognitive impairment in a virtual radial arm maze,VRD1486,Embase,Spatial memory impairments in amnestic mild cognitive impairment in a virtual radial arm maze,NA,NA,2014,Neuropsychiatr. Dis. Treat,NA,10.2147/ndt.s58185,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,high,MCI-only population; no diagnosed dementia group identified,mci_language; missing_abstract,no,rule_based_triage,,no
VRD1506|Spatial navigation impairment as a behavioral marker for alzheimer's disease,VRD1506,Embase,Spatial navigation impairment as a behavioral marker for alzheimer's disease,NA,NA,2013,Int. Psychogeriatr,NA,10.1017/s1041610213002135,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; assessment_language; missing_abstract; title_dementia_population; clear_assessment_title,no,rule_based_triage,,no
VRD1133|Spatial navigation in older adults with mild cognitive impairment and dementia: A systematic review and meta-analysis,VRD1133,Embase,Spatial navigation in older adults with mild cognitive impairment and dementia: A systematic review and meta-analysis,NA,NA,2022,Exp. Gerontol,NA,10.1016/j.exger.2022.111852,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data,dementia_population; review; assessment_language; mci_language; missing_abstract; title_dementia_population; clear_assessment_title,no,rule_based_triage,,no
"VRD1002|Spatial navigation, physical activity, and Alzheimer disease biomarkers",VRD1002,Embase,"Spatial navigation, physical activity, and Alzheimer disease biomarkers",NA,NA,2023,Alzheimer's Dementia,NA,10.1002/alz.077004,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; assessment_language; missing_abstract; title_dementia_population; clear_assessment_title,no,rule_based_triage,,no
VRD1474|Spatial orientation discriminates behavioural variant FTD from Alzheimer's disease,VRD1474,Embase,Spatial orientation discriminates behavioural variant FTD from Alzheimer's disease,NA,NA,2014,Am. J. Neurodegenerative Dis,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; missing_abstract; title_dementia_population,no,rule_based_triage,,no
VRD0199|Spatial orientation tasks show moderate to high accuracy for the diagnosis of mild cognitive impairment: a systematic literature review.,VRD0199,PubMed,Spatial orientation tasks show moderate to high accuracy for the diagnosis of mild cognitive impairment: a systematic literature review.,"Spatial disorientation has been observed in mild cognitive impairment (MCI) and is associated with a higher risk of progression to Alzheimer's disease (AD). However, there is no gold standard assessment for spatial orientation and paper-and-pencil tests lack ecological validity. Recently, there has been an increasing number of studies demonstrating the role of spatial disorientation as a cognitive marker of pathological decline, shedding new light on its importance for MCI. This systematic review aimed to investigate the accuracy of spatial orientation tasks for the diagnosis of MCI by comparison with cognitively healthy elderly. The search was conducted in the databases Medical Literature Analysis and Retrieval System Online (MEDLINE/PubMed), Web of Science, Scopus, Excerpta Medica Database (Embase), Literatura Latino-Americana e do Caribe em Ciências da Saúde (Lilacs) and Scientific Electronic Library Online (SciELO). Only original studies reporting spatial orientation assessment in MCI patients compared to a healthy control group were included. Studies were excluded if the MCI classification did not follow well described criteria and/or if accuracy results of spatial orientation assessment were not provided. Seven studies met the eligibility criteria, describing a variety of spatial orientation assessments including questionnaires, paper-and-pencil, office-based route learning, and computer-based and virtual reality tasks. Spatial orientation tasks demonstrated moderate to high accuracy in detecting elderly with MCI compared to cognitively healthy elderly, with areas under the curve (AUC) ranging from 0.77 to 0.99. However, important methodological issues were found in the selected studies which should be considered when interpreting results. Although the inclusion of spatial orientation assessments in MCI evaluations seems to have significant value, further studies are needed to clarify their true capacity to distinguish pathological from non-pathological aging.",Costa RQMD; Pompeu JE; Viveiro LAP; Brucki SMD,2020,Arquivos de neuro-psiquiatria,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",10.1590/0004-282x20200043,33331465,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data; retain for background and citation searching,dementia_population; vr_technology; review; assessment_language; mci_language; clear_assessment_title,no,rule_based_triage,,no
VRD1066|Specialized Supplementation Increases Blood Ketone Levels and Improves Cognition in Mild Cognitive Impairment: A Case Report,VRD1066,Embase,Specialized Supplementation Increases Blood Ketone Levels and Improves Cognition in Mild Cognitive Impairment: A Case Report,NA,NA,2023,J. Parenter. Enter. Nutr,NA,10.1002/jpen.2491,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,high,MCI-only population; no diagnosed dementia group identified,mci_language; missing_abstract,no,rule_based_triage,,no
VRD1433|Speech prosody impairment predicts cognitive decline in Parkinson's disease,VRD1433,Embase,Speech prosody impairment predicts cognitive decline in Parkinson's disease,NA,NA,2016,Parkinsonism Relat. Disord,NA,10.1016/j.parkreldis.2016.05.018,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD1165|State-of-the-art of lumbar puncture and its place in the journey of patients with Alzheimer's disease,VRD1165,Embase,State-of-the-art of lumbar puncture and its place in the journey of patients with Alzheimer's disease,NA,NA,2022,Alzheimer's Dementia,NA,10.1002/alz.12372,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; missing_abstract; title_dementia_population; patient_participant_phrase,no,rule_based_triage,,no
"VRD0567|Stimulatory effects of 4-methylcatechol, dopamine and levodopa on the expression of metallothionein-III (GIF) mRNA in immortalized mouse brain glial cells (VR-2g).",VRD0567,PubMed,"Stimulatory effects of 4-methylcatechol, dopamine and levodopa on the expression of metallothionein-III (GIF) mRNA in immortalized mouse brain glial cells (VR-2g).","Metallothionein (MT)-III, originally discovered as a growth inhibitory factor (GIF), is a brain specific isomer of MTs and is markedly reduced in the brain of Alzheimer's disease patients (AD) and in several other neurodegenerative diseases. We analyzed the level and regulation of mRNA expression of MT-III in immortalized fetal mouse brain glial cells (VR-2g) by reverse transcriptase-polymerase chain reaction (RT-PCR). The basal expression level of MT-III mRNA is very low in VR-2g cells. 4-Methylcatechol, dopamine (DA) and levodopa (l-3, 4-dihydroxyphenylalanine), which stimulate the synthesis of nerve growth factor (NGF), further increased the expression of MT-III mRNA in VR-2g cells.",Aoki C; Nakanishi T; Sogawa N; Ishii K; Ogawa N; Takigawa M; Furuta H,1998,Brain research,"Journal Article; Research Support, Non-U.S. Gov't",10.1016/s0006-8993(98)00239-x,9593981,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit psychosocial or interpersonal VR intervention identified,dementia_population; vr_technology; title_vr_technology,no,rule_based_triage,,no
